Game,Result,Color,Opening,FirstMove
Rubi014_CologneHommeSport_2013.12.31_23:34:01,1,white,Sicilian Defense: Jalalabad Variation,e2e4
Rubi014_CologneHommeSport_2013.12.31_23:34:01,0,black,--,c7c5
kick_FACETIMECOMAU_2013.12.31_23:34:25,0,white,Scandinavian Defense: Mieses-Kotroc Variation,e2e4
kick_FACETIMECOMAU_2013.12.31_23:34:25,1,black,--,d7d5
cokito_suryavan_2013.12.31_23:33:05,0,white,Van't Kruijs Opening,e2e3
cokito_suryavan_2013.12.31_23:33:05,1,black,--,e7e5
kishomat_denko_2013.12.31_23:34:33,0,white,King's Gambit Accepted: Modern Defense #2,e2e4
kishomat_denko_2013.12.31_23:34:33,1,black,--,e7e5
Killi_zaza71_2013.12.31_23:32:33,1,white,King's Pawn Game: Busch-Gass Gambit,e2e4
Killi_zaza71_2013.12.31_23:32:33,0,black,--,e7e5
I00-000I_ashnur_2013.12.31_23:31:56,1,white,Ruy Lopez: Steinitz Defense,e2e4
I00-000I_ashnur_2013.12.31_23:31:56,0,black,--,e7e5
shabba_jaro1966_2013.12.31_23:32:32,1,white,Horwitz Defense,d2d4
shabba_jaro1966_2013.12.31_23:32:32,0,black,--,e7e6
CReW_lerebo_2013.12.31_23:34:08,0,white,French Defense: Steinitz Attack,e2e4
CReW_lerebo_2013.12.31_23:34:08,1,black,--,e7e6
georgek_rasmussenesq_2013.12.31_23:34:56,1,white,Polish Opening: Outflank Variation,b2b4
georgek_rasmussenesq_2013.12.31_23:34:56,0,black,--,c7c6
ArchisT_mrki_2013.12.31_23:35:33,1,white,Vienna Game: Mengarini Variation,e2e4
ArchisT_mrki_2013.12.31_23:35:33,0,black,--,e7e5
tyro9876_jrui_2013.12.31_23:33:15,1,white,Scandinavian Defense: Mieses-Kotroc Variation,e2e4
tyro9876_jrui_2013.12.31_23:33:15,0,black,--,d7d5
muggi_pitter_2013.12.31_23:35:30,0,white,Nimzowitsch Defense,e2e4
muggi_pitter_2013.12.31_23:35:30,1,black,--,b8c6
paul58_Peapop_2013.12.31_23:33:20,1,white,Sicilian Defense: Delayed Alapin,g1f3
paul58_Peapop_2013.12.31_23:33:20,0,black,--,c7c5
pachiviris_kuxitazo_2013.12.31_23:35:06,1,white,Indian Game,d2d4
pachiviris_kuxitazo_2013.12.31_23:35:06,0,black,--,g8f6
OneOfTheQ_MisterBiggStuff_2013.12.31_23:33:56,1,white,King's Indian Attack: Symmetrical Defense,g1f3
OneOfTheQ_MisterBiggStuff_2013.12.31_23:33:56,0,black,--,g8f6
Kiriush33_mario40_2013.12.31_23:35:46,1,white,Philidor Defense,e2e4
Kiriush33_mario40_2013.12.31_23:35:46,0,black,--,e7e5
ZehMatador_gal_2013.12.31_23:34:53,1,white,Sicilian Defense: Old Sicilian,e2e4
ZehMatador_gal_2013.12.31_23:34:53,0,black,--,c7c5
tswifties_leon79_2013.12.31_23:36:02,1,white,Queen's Pawn Game: Chigorin Variation,d2d4
tswifties_leon79_2013.12.31_23:36:02,0,black,--,d7d5
vllllad_Killi_2013.12.31_23:36:02,1,white,Italian Game,e2e4
vllllad_Killi_2013.12.31_23:36:02,0,black,--,b8c6
neza_linman_2013.12.31_23:36:27,1,white,French Defense: Exchange Variation,e2e4
neza_linman_2013.12.31_23:36:27,0,black,--,e7e6
kryk_Capdevila_2013.12.31_23:37:19,0,white,Bird Opening,f2f4
kryk_Capdevila_2013.12.31_23:37:19,1,black,--,g8f6
ChessTitan_jorquerov_2013.12.31_23:37:56,0,white,Sicilian Defense,e2e4
ChessTitan_jorquerov_2013.12.31_23:37:56,1,black,--,c7c5
neza_KTtris_2013.12.31_23:37:48,0,white,Philidor Defense: Exchange Variation #2,e2e4
neza_KTtris_2013.12.31_23:37:48,1,black,--,e7e5
NIKOLADINCE_GuerreroXaguar_2013.12.31_23:37:13,1,white,King's Pawn Game,e2e4
NIKOLADINCE_GuerreroXaguar_2013.12.31_23:37:13,0,black,--,e7e5
Tenma11_Ibra_2013.12.31_23:38:24,1,white,French Defense: Normal Variation,e2e4
Tenma11_Ibra_2013.12.31_23:38:24,0,black,--,e7e6
journal_Romoda_2013.12.31_23:37:41,0,white,Owen Defense,e2e4
journal_Romoda_2013.12.31_23:37:41,1,black,--,b7b6
mateurdu75_speedyG_2013.12.31_23:38:36,1,white,Van't Kruijs Opening,e2e3
mateurdu75_speedyG_2013.12.31_23:38:36,0,black,--,c7c5
leon79_Killi_2013.12.31_23:38:42,1,white,Italian Game: Giuoco Pianissimo,e2e4
leon79_Killi_2013.12.31_23:38:42,0,black,--,b8c6
Rubajan_paul58_2013.12.31_23:36:47,0,white,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,e2e4
Rubajan_paul58_2013.12.31_23:36:47,1,black,--,c7c5
Lancaster_aliahsan365_2013.12.31_23:36:54,0,white,Sicilian Defense #2,e2e4
Lancaster_aliahsan365_2013.12.31_23:36:54,1,black,--,c7c5
hunc_Incinerator_2013.12.31_23:39:04,1,white,Caro-Kann Defense: Rasa-Studier Gambit,e2e4
hunc_Incinerator_2013.12.31_23:39:04,0,black,--,c7c6
MisterBiggStuff_OneOfTheQ_2013.12.31_23:37:02,1,white,Van't Kruijs Opening,e2e3
MisterBiggStuff_OneOfTheQ_2013.12.31_23:37:02,0,black,--,e7e6
promiscuo_jovitor_2013.12.31_23:38:48,1,white,Ruy Lopez: Morphy Defense,e2e4
promiscuo_jovitor_2013.12.31_23:38:48,0,black,--,e7e5
obrac_shueardm_2013.12.31_23:37:57,1,white,King's Knight Opening,e2e4
obrac_shueardm_2013.12.31_23:37:57,0,black,--,e7e5
ivillamil_advibe_2013.12.31_23:39:18,0,white,Sicilian Defense,e2e4
ivillamil_advibe_2013.12.31_23:39:18,1,black,--,c7c5
Analripper20142_ArchisT_2013.12.31_23:39:35,0,white,English Opening: King's English Variation,c2c4
Analripper20142_ArchisT_2013.12.31_23:39:35,1,black,--,e7e5
jorquerov_ChessTitan_2013.12.31_23:39:52,1,white,Ruy Lopez: Morphy Defense,e2e4
jorquerov_ChessTitan_2013.12.31_23:39:52,0,black,Norwegian Variation,e7e5
bluesfer_Mix11_2013.12.31_23:40:13,1,white,Queen's Pawn Game #2,d2d4
bluesfer_Mix11_2013.12.31_23:40:13,0,black,--,d7d5
martuk_fjroldan_2013.12.31_23:40:24,1,white,Bird Opening: Dutch Variation,f2f4
martuk_fjroldan_2013.12.31_23:40:24,0,black,--,d7d5
tswifties_paiztugalan_2013.12.31_23:40:34,1,white,Queen's Pawn Game: Zukertort Variation,d2d4
tswifties_paiztugalan_2013.12.31_23:40:34,0,black,--,d7d5
StandByPhasers_OnTheBoardwalk_2013.12.31_23:40:06,0,white,Italian Game: Anti-Fried Liver Defense,e2e4
StandByPhasers_OnTheBoardwalk_2013.12.31_23:40:06,1,black,--,e7e5
kaiser007_Romoda_2013.12.31_23:40:01,0,white,English Defense #2,d2d4
kaiser007_Romoda_2013.12.31_23:40:01,1,black,--,b7b6
shabba_alejandrociro_2013.12.31_23:38:53,1,white,Englund Gambit,d2d4
shabba_alejandrociro_2013.12.31_23:38:53,0,black,--,e7e5
speedyG_mateurdu75_2013.12.31_23:40:36,0,white,Gedult's Opening,f2f3
speedyG_mateurdu75_2013.12.31_23:40:36,1,black,--,e7e6
OneOfTheQ_MisterBiggStuff_2013.12.31_23:41:02,1,white,Old Benoni Defense,d2d4
OneOfTheQ_MisterBiggStuff_2013.12.31_23:41:02,0,black,--,c7c5
JuanMorales_Les3B_2013.12.31_23:41:19,1,white,Modern Defense: Mongredien Defense #2,g1f3
JuanMorales_Les3B_2013.12.31_23:41:19,0,black,--,g7g6
shegap_kkbabu_2013.12.31_23:41:32,0,white,Italian Game: Anti-Fried Liver Defense,e2e4
shegap_kkbabu_2013.12.31_23:41:32,1,black,--,e7e5
NapoleonII_SteMitch_2013.12.31_23:41:26,1/2,white,Queen's Gambit Declined,d2d4
NapoleonII_SteMitch_2013.12.31_23:41:26,1/2,black,--,d7d5
homemteca_arash6613_2013.12.31_23:41:40,0,white,Elephant Gambit,e2e4
homemteca_arash6613_2013.12.31_23:41:40,1,black,--,e7e5
FACETIMECOMAU_ZehMatador_2013.12.31_23:40:40,1,white,Four Knights Game: Scotch Variation Accepted,e2e4
FACETIMECOMAU_ZehMatador_2013.12.31_23:40:40,0,black,--,e7e5
diegoalmg_savinka59_2013.12.31_23:42:30,0,white,Four Knights Game: Italian Variation,e2e4
diegoalmg_savinka59_2013.12.31_23:42:30,1,black,--,e7e5
mateurdu75_speedyG_2013.12.31_23:42:38,1,white,Van't Kruijs Opening,e2e3
mateurdu75_speedyG_2013.12.31_23:42:38,0,black,--,c7c5
linman_dasylirion_2013.12.31_23:41:43,1,white,French Defense #2,e2e4
linman_dasylirion_2013.12.31_23:41:43,0,black,--,e7e6
dasylirion_linman_2013.12.31_23:42:55,0,white,King's Pawn Game: Leonardis Variation,d2d3
dasylirion_linman_2013.12.31_23:42:55,1,black,--,e7e5
zaza71_Rititi_2013.12.31_23:42:59,0,white,Sicilian Defense: Bowdler Attack,e2e4
zaza71_Rititi_2013.12.31_23:42:59,1,black,--,c7c5
marjan_chrisstansell_2013.12.31_23:42:24,1,white,Sicilian Defense,e2e4
marjan_chrisstansell_2013.12.31_23:42:24,0,black,--,c7c5
hunc_Incinerator_2013.12.31_23:42:12,0,white,Caro-Kann Defense: Rasa-Studier Gambit,e2e4
hunc_Incinerator_2013.12.31_23:42:12,1,black,--,c7c6
little_josh_zapatapak_2013.12.31_23:43:19,0,white,Philidor Defense #4,e2e4
little_josh_zapatapak_2013.12.31_23:43:19,1,black,--,e7e5
ErrantAndroid_Bucanatol_2013.12.31_23:43:10,1,white,Queen's Pawn Game,d2d4
ErrantAndroid_Bucanatol_2013.12.31_23:43:10,0,black,--,d7d5
Mh2014_Diktator_2013.12.31_23:43:22,0,white,Queen's Pawn,d2d4
Mh2014_Diktator_2013.12.31_23:43:22,1,black,--,f7f6
laurawilson123_StandByPhasers_2013.12.31_23:44:00,0,white,Amazon Attack,d2d4
laurawilson123_StandByPhasers_2013.12.31_23:44:00,1,black,--,d7d5
MisterBiggStuff_OneOfTheQ_2013.12.31_23:44:02,0,white,French Defense: Exchange Variation,e2e4
MisterBiggStuff_OneOfTheQ_2013.12.31_23:44:02,1,black,Monte Carlo Variation,e7e6
spaces_haekal_2013.12.31_23:42:54,1,white,Queen's Pawn,d2d4
spaces_haekal_2013.12.31_23:42:54,0,black,--,c7c6
I00-000I_denko_2013.12.31_23:43:57,0,white,Philidor Defense: Exchange Variation,e2e4
I00-000I_denko_2013.12.31_23:43:57,1,black,--,e7e5
andrestoro001_likor64_2013.12.31_23:44:38,0,white,Indian Game: Omega Gambit,d2d4
andrestoro001_likor64_2013.12.31_23:44:38,1,black,--,g8f6
linman_dasylirion_2013.12.31_23:44:53,1,white,French Defense #2,e2e4
linman_dasylirion_2013.12.31_23:44:53,0,black,--,e7e6
anchal_jrui_2013.12.31_23:45:13,1,white,Scandinavian Defense,e2e4
anchal_jrui_2013.12.31_23:45:13,0,black,--,d7d5
JuanMorales_rentlau11_2013.12.31_23:45:25,1,white,Italian Game: Anti-Fried Liver Defense,g1f3
JuanMorales_rentlau11_2013.12.31_23:45:25,0,black,--,b8c6
PierreDaChello_FACETIMECOMAU_2013.12.31_23:44:52,0,white,Vienna Game: Max Lange Defense,e2e4
PierreDaChello_FACETIMECOMAU_2013.12.31_23:44:52,1,black,--,e7e5
Kalichi_Naitero_2013.12.31_23:44:21,0,white,Philidor Defense #2,e2e4
Kalichi_Naitero_2013.12.31_23:44:21,1,black,--,e7e5
thonon_italocesar_2013.12.31_23:45:07,0,white,English Opening: King's English Variation,c2c4
thonon_italocesar_2013.12.31_23:45:07,1,black,Reversed Closed Sicilian,e7e5
chrisstansell_marjan_2013.12.31_23:45:37,0,white,Philidor Defense,e2e4
chrisstansell_marjan_2013.12.31_23:45:37,1,black,--,d7d6
ChessTitan_jorquerov_2013.12.31_23:45:31,0,white,Scandinavian Defense,e2e4
ChessTitan_jorquerov_2013.12.31_23:45:31,1,black,--,d7d5
jaier_IvTK_2013.12.31_23:45:44,0,white,Ruy Lopez: Berlin Defense,e2e4
jaier_IvTK_2013.12.31_23:45:44,1,black,l'Hermet Variation,e7e5
pitter_muggi_2013.12.31_23:46:02,1,white,King's Knight Opening: Konstantinopolsky,e2e4
pitter_muggi_2013.12.31_23:46:02,0,black,--,e7e5
Rubajan_paul58_2013.12.31_23:46:06,0,white,Sicilian Defense: Old Sicilian,e2e4
Rubajan_paul58_2013.12.31_23:46:06,1,black,--,c7c5
dasylirion_linman_2013.12.31_23:46:09,0,white,King's Pawn Game: Leonardis Variation,d2d3
dasylirion_linman_2013.12.31_23:46:09,1,black,--,e7e5
Nagval_Kiriush33_2013.12.31_23:46:28,1,white,Queen's Gambit Declined: Three Knights Variation,d2d4
Nagval_Kiriush33_2013.12.31_23:46:28,0,black,--,g8f6
aliahsan365_bolovan_2013.12.31_23:46:28,0,white,Philidor Defense #2,e2e4
aliahsan365_bolovan_2013.12.31_23:46:28,1,black,--,e7e5
cokito_heitorbatista2_2013.12.31_23:46:59,0,white,Van't Kruijs Opening,e2e3
cokito_heitorbatista2_2013.12.31_23:46:59,1,black,--,e7e5
maestro12_suarez_2013.12.31_23:45:45,1,white,King's Pawn Game: Wayward Queen Attack,e2e4
maestro12_suarez_2013.12.31_23:45:45,0,black,--,e7e5
hunc_Incinerator_2013.12.31_23:46:30,0,white,Blackmar-Diemer Gambit: Ziegler Defense,e2e4
hunc_Incinerator_2013.12.31_23:46:30,1,black,--,c7c6
Shecky_avanti_2013.12.31_23:47:41,0,white,Modern Defense,e2e4
Shecky_avanti_2013.12.31_23:47:41,1,black,--,g7g6
fjroldan_martuk_2013.12.31_23:47:37,0,white,Queen's Pawn Game: Levitsky Attack,d2d4
fjroldan_martuk_2013.12.31_23:47:37,1,black,--,d7d5
Analripper20142_TreeHuggerDoug_2013.12.31_23:47:13,0,white,English Opening: King's English Variation,c2c4
Analripper20142_TreeHuggerDoug_2013.12.31_23:47:13,1,black,--,e7e5
ncc12_vezir25_2013.12.31_23:48:07,0,white,Nimzowitsch Defense: Scandinavian Variation,e2e4
ncc12_vezir25_2013.12.31_23:48:07,1,black,Advance Variation,d7d5
Kalichi_Naitero_2013.12.31_23:48:24,1,white,Semi-Slav Defense: Noteboom Variation,d2d4
Kalichi_Naitero_2013.12.31_23:48:24,0,black,--,d7d5
OneOfTheQ_MisterBiggStuff_2013.12.31_23:46:38,0,white,Old Benoni Defense,d2d4
OneOfTheQ_MisterBiggStuff_2013.12.31_23:46:38,1,black,--,c7c5
mateurdu75_speedyG_2013.12.31_23:47:44,1,white,Sicilian Defense: Open #3,e2e4
mateurdu75_speedyG_2013.12.31_23:47:44,0,black,--,c7c5
miroslavm970_juliangg22_2013.12.31_23:49:36,0,white,Sicilian Defense,e2e4
miroslavm970_juliangg22_2013.12.31_23:49:36,1,black,--,c7c5
maestro12_dasylirion_2013.12.31_23:48:56,0,white,French Defense: Normal Variation,e2e4
maestro12_dasylirion_2013.12.31_23:48:56,1,black,--,e7e6
Lenur_Jartemio_2013.12.31_23:49:04,0,white,Queen's Gambit Declined,d2d4
Lenur_Jartemio_2013.12.31_23:49:04,1,black,--,d7d5
homemteca_arash6613_2013.12.31_23:49:39,0,white,Elephant Gambit,e2e4
homemteca_arash6613_2013.12.31_23:49:39,1,black,--,e7e5
lamsad_CologneHommeSport_2013.12.31_23:48:51,1,white,Anderssen Opening,a2a3
lamsad_CologneHommeSport_2013.12.31_23:48:51,0,black,--,e7e5
-Gamitz-_rikpal_2013.12.31_23:49:59,0,white,Ruy Lopez: Berlin Defense,e2e4
-Gamitz-_rikpal_2013.12.31_23:49:59,1,black,Improved Steinitz Defense,e7e5
journal_tbpatel23_2013.12.31_23:48:02,0,white,French Defense: King's Indian Attack,e2e4
journal_tbpatel23_2013.12.31_23:48:02,1,black,--,e7e6
juansosaipanaque_neza_2013.12.31_23:49:36,0,white,Sicilian Defense: Chekhover Variation,e2e4
juansosaipanaque_neza_2013.12.31_23:49:36,1,black,--,c7c5
Capdevila_Rumplestiltskin_2013.12.31_23:48:18,0,white,Scandinavian Defense: Boehnke Gambit,e2e4
Capdevila_Rumplestiltskin_2013.12.31_23:48:18,1,black,--,d7d5
Incinerator_hunc_2013.12.31_23:48:44,1,white,King's Pawn Game: Leonardis Variation,e2e4
Incinerator_hunc_2013.12.31_23:48:44,0,black,--,e7e5
Shecky_avanti_2013.12.31_23:50:39,0,white,Sicilian Defense: Hyperaccelerated Pterodactyl,e2e4
Shecky_avanti_2013.12.31_23:50:39,1,black,--,g7g6
little_josh_jiHymas_2013.12.31_23:51:01,1,white,Sicilian Defense: Sozin Attack,e2e4
little_josh_jiHymas_2013.12.31_23:51:01,0,black,--,c7c5
tbpatel23_dasylirion_2013.12.31_23:50:32,1,white,Hungarian Opening: Catalan Formation,g2g3
tbpatel23_dasylirion_2013.12.31_23:50:32,0,black,--,e7e6
aminkarimi_shopen_2013.12.31_23:51:17,0,white,Italian Game: Hungarian Defense,e2e4
aminkarimi_shopen_2013.12.31_23:51:17,1,black,--,e7e5
Kiriush33_Nagval_2013.12.31_23:51:18,0,white,Caro-Kann Defense: Bronstein-Larsen Variation,e2e4
Kiriush33_Nagval_2013.12.31_23:51:18,1,black,--,c7c6
Chimichux_Aleksandrenio_2013.12.31_23:51:24,0,white,Center Game: Normal Variation,e2e4
Chimichux_Aleksandrenio_2013.12.31_23:51:24,1,black,--,e7e5
farmerhorning_shueardm_2013.12.31_23:50:54,0,white,Queen's Gambit Refused: Baltic Defense,d2d4
farmerhorning_shueardm_2013.12.31_23:50:54,1,black,--,d7d5
ZehMatador_sexbucket_2013.12.31_23:51:12,0,white,Scandinavian Defense: Main Line,e2e4
ZehMatador_sexbucket_2013.12.31_23:51:12,1,black,--,d7d5
kh00_Dmitriy83_2013.12.31_23:51:25,1,white,Sicilian Defense: Bowdler Attack,e2e4
kh00_Dmitriy83_2013.12.31_23:51:25,0,black,--,c7c5
likor64_andrestoro001_2013.12.31_23:52:04,1,white,Queen's Pawn Game #2,e2e3
likor64_andrestoro001_2013.12.31_23:52:04,0,black,--,d7d5
deninja300_miroslavm970_2013.12.31_23:51:46,0,white,Van't Kruijs Opening,e2e3
deninja300_miroslavm970_2013.12.31_23:51:46,1,black,--,e7e5
TrollKilla_Capdevila_2013.12.31_23:51:55,0,white,English Opening: Anglo-Indian Defense,c2c4
TrollKilla_Capdevila_2013.12.31_23:51:55,1,black,--,g8f6
bluesteyn_deitana02_2013.12.31_23:52:22,0,white,Englund Gambit Complex: Zilbermints Gambit,d2d4
bluesteyn_deitana02_2013.12.31_23:52:22,1,black,--,e7e5
HighOnLife_MrDeanKaning-_2013.12.31_23:52:18,0,white,Sicilian Defense: Smith-Morra Gambit #2,e2e4
HighOnLife_MrDeanKaning-_2013.12.31_23:52:18,1,black,--,c7c5
giorgi777_branislav43_2013.12.31_23:52:23,0,white,Four Knights Game: Spanish Variation,e2e4
giorgi777_branislav43_2013.12.31_23:52:23,1,black,--,b8c6
Naitero_Kalichi_2013.12.31_23:52:40,0,white,Queen's Gambit Refused: Austrian Defense,d2d4
Naitero_Kalichi_2013.12.31_23:52:40,1,black,--,d7d5
PierreDaChello_kryk_2013.12.31_23:52:35,1,white,Caro-Kann Defense,e2e4
PierreDaChello_kryk_2013.12.31_23:52:35,0,black,--,c7c6
fjroldan_kolomoets_2013.12.31_23:52:57,0,white,Queen's Pawn Game: Levitsky Attack,d2d4
fjroldan_kolomoets_2013.12.31_23:52:57,1,black,--,d7d5
muggi_pitter_2013.12.31_23:53:46,0,white,Nimzowitsch Defense,e2e4
muggi_pitter_2013.12.31_23:53:46,1,black,Declined Variation,b8c6
thonon_NIKOLADINCE_2013.12.31_23:53:23,1,white,English Opening: King's English Variation,c2c4
thonon_NIKOLADINCE_2013.12.31_23:53:23,0,black,Reversed Sicilian,e7e5
hassan7777_alekc200155_2013.12.31_23:52:57,0,white,Sicilian Defense,e2e4
hassan7777_alekc200155_2013.12.31_23:52:57,1,black,--,c7c5
Killi_dipo_a_2013.12.31_23:53:13,0,white,Italian Game,e2e4
Killi_dipo_a_2013.12.31_23:53:13,1,black,--,e7e5
Dolg_neza_2013.12.31_23:53:53,0,white,Queen's Gambit Declined,d2d4
Dolg_neza_2013.12.31_23:53:53,1,black,--,d7d5
OneOfTheQ_IvTK_2013.12.31_23:53:37,1,white,Queen's Pawn Game: Symmetrical Variation,d2d4
OneOfTheQ_IvTK_2013.12.31_23:53:37,0,black,Pseudo-Catalan,d7d5
Iy31n_BrianLi_2013.12.31_23:55:53,1,white,Bishop's Opening,e2e4
Iy31n_BrianLi_2013.12.31_23:55:53,0,black,--,e7e5
Diktator_Mh2014_2013.12.31_23:53:54,0,white,Van Geet Opening,b1c3
Diktator_Mh2014_2013.12.31_23:53:54,1,black,--,c7c5
tyvatyva01_peblanki_2013.12.31_23:55:00,0,white,Old Indian: Czech Variation,c2c4
tyvatyva01_peblanki_2013.12.31_23:55:00,1,black,with Nc3,c7c6
Kalichi_speedyG_2013.12.31_23:55:31,1,white,Sicilian Defense: Old Sicilian,e2e4
Kalichi_speedyG_2013.12.31_23:55:31,0,black,--,c7c5
maryam_417_Rumplestiltskin_2013.12.31_23:53:28,1,white,Scandinavian Defense,e2e4
maryam_417_Rumplestiltskin_2013.12.31_23:53:28,0,black,--,d7d5
kerekeza26_reka_2013.12.31_23:55:58,0,white,Zukertort Opening: Queen's Gambit Invitation,g1f3
kerekeza26_reka_2013.12.31_23:55:58,1,black,--,e7e6
ErrantAndroid_purkey_2013.12.31_23:55:34,1,white,King's Pawn Game: Maroczy Defense,e2e4
ErrantAndroid_purkey_2013.12.31_23:55:34,0,black,--,d7d6
mateurdu75_jaier_2013.12.31_23:55:18,1,white,Van't Kruijs Opening,e2e3
mateurdu75_jaier_2013.12.31_23:55:18,0,black,--,b8c6
OneOfTheQ_Capdevila_2013.12.31_23:56:33,1,white,Indian Game: Przepiorka Variation,d2d4
OneOfTheQ_Capdevila_2013.12.31_23:56:33,0,black,--,g8f6
jrjs_KTtris_2013.12.31_23:56:40,0,white,Philidor Defense #2,e2e4
jrjs_KTtris_2013.12.31_23:56:40,1,black,--,e7e5
TrollKilla_IvTK_2013.12.31_23:57:07,1,white,English Opening: King's English Variation,c2c4
TrollKilla_IvTK_2013.12.31_23:57:07,0,black,--,e7e5
ctchess_Lamotte_2013.12.31_23:56:34,0,white,Horwitz Defense,d2d4
ctchess_Lamotte_2013.12.31_23:56:34,1,black,--,e7e6
dasylirion_shegap_2013.12.31_23:57:09,1,white,Zukertort Opening: Old Indian Attack,d2d3
dasylirion_shegap_2013.12.31_23:57:09,0,black,--,d7d5
kick_Lancaster_2013.12.31_23:57:04,0,white,Scotch Game,e2e4
kick_Lancaster_2013.12.31_23:57:04,1,black,--,e7e5
Dmitriy83_odlasor_2013.12.31_23:56:16,0,white,English Opening: King's English Variation,c2c4
Dmitriy83_odlasor_2013.12.31_23:56:16,1,black,Four Knights Variation,g8f6
kryk_PierreDaChello_2013.12.31_23:55:53,1,white,Bird Opening,f2f4
kryk_PierreDaChello_2013.12.31_23:55:53,0,black,--,b7b6
Vax_cortland_2013.12.31_23:58:06,1,white,French Defense: Knight Variation,e2e4
Vax_cortland_2013.12.31_23:58:06,0,black,--,e7e6
Itzr_yesse2_2013.12.31_23:58:37,0,white,Ruy Lopez: Berlin Defense,e2e4
Itzr_yesse2_2013.12.31_23:58:37,1,black,Improved Steinitz Defense,e7e5
Dolg_juansosaipanaque_2013.12.31_23:59:22,1/2,white,Modern Defense,d2d4
Dolg_juansosaipanaque_2013.12.31_23:59:22,1/2,black,--,g7g6
ChessTitan_jorquerov_2013.12.31_23:58:52,0,white,Sicilian Defense: French Variation,e2e4
ChessTitan_jorquerov_2013.12.31_23:58:52,1,black,--,c7c5
rentlau11_JuanMorales_2013.12.31_23:58:33,0,white,Nimzowitsch Defense: Kennedy Variation,e2e4
rentlau11_JuanMorales_2013.12.31_23:58:33,1,black,Linksspringer Variation,e7e5
NIKOLADINCE_GuerreroXaguar_2013.12.31_23:58:02,1,white,Bishop's Opening,e2e4
NIKOLADINCE_GuerreroXaguar_2013.12.31_23:58:02,0,black,--,e7e5
papagallo_marqeuz_2013.12.31_23:59:03,0,white,Sicilian Defense: McDonnell Attack,e2e4
papagallo_marqeuz_2013.12.31_23:59:03,1,black,--,c7c5
Ddub_chanakya_2013.12.31_23:59:01,1,white,Philidor Defense #2,e2e4
Ddub_chanakya_2013.12.31_23:59:01,0,black,--,e7e5
marjan_mateurdu75_2013.12.31_23:59:40,0,white,Caro-Kann Defense: Breyer Variation,e2e4
marjan_mateurdu75_2013.12.31_23:59:40,1,black,--,c7c6
laurawilson123_Castell_2013.12.31_23:59:58,0,white,Amazon Attack,d2d4
laurawilson123_Castell_2013.12.31_23:59:58,1,black,--,d7d5
PierreDaChello_kryk_2013.12.31_23:59:49,0,white,Grob Opening,g2g4
PierreDaChello_kryk_2013.12.31_23:59:49,1,black,--,c7c6
NapoleonII_SteMitch_2014.01.01_00:00:16,1,white,French Defense: Knight Variation,e2e4
NapoleonII_SteMitch_2014.01.01_00:00:16,0,black,--,e7e6
ErrantAndroid_deitana02_2013.12.31_23:59:00,1,white,French Defense: Exchange Variation,e2e4
ErrantAndroid_deitana02_2013.12.31_23:59:00,0,black,--,e7e6
juansosaipanaque_zaza71_2014.01.01_00:00:28,1,white,King's Pawn Game: Busch-Gass Gambit,e2e4
juansosaipanaque_zaza71_2014.01.01_00:00:28,0,black,--,e7e5
firespoon_yesse2_2014.01.01_00:00:39,1,white,Italian Game: Two Knights Defense,e2e4
firespoon_yesse2_2014.01.01_00:00:39,0,black,Lolli Attack,e7e5
fael1316_kishomat_2014.01.01_00:01:05,0,white,French Defense #2,e2e4
fael1316_kishomat_2014.01.01_00:01:05,1,black,--,e7e6
DOLQIKHVASUA_tose_2013.12.31_23:59:30,0,white,Queen's Pawn Game: Zukertort Variation,d2d4
DOLQIKHVASUA_tose_2013.12.31_23:59:30,1,black,--,d7d5
kolomoets_fjroldan_2014.01.01_00:01:11,1,white,Scandinavian Defense: Mieses-Kotroc Variation,e2e4
kolomoets_fjroldan_2014.01.01_00:01:11,0,black,--,d7d5
chess888_ivillamil_2014.01.01_00:02:12,0,white,King's Pawn Game: Damiano Defense,e2e4
chess888_ivillamil_2014.01.01_00:02:12,1,black,--,e7e5
excel_popopi_2014.01.01_00:03:02,1,white,Sicilian Defense,e2e4
excel_popopi_2014.01.01_00:03:02,0,black,--,c7c5
arash6613_Rubajan_2014.01.01_00:01:04,0,white,Sicilian Defense: Smith-Morra Gambit #2,e2e4
arash6613_Rubajan_2014.01.01_00:01:04,1,black,--,c7c5
bolovan_promiscuo_2014.01.01_00:01:10,0,white,King's Indian Defense: Four Pawns Attack,d2d4
